TURN	UTTERANCE	DA	EMOTION
Ses05M_script02_2_F015	dancing barefoot in the sand, drinking champagne out of the bottle.	s	sad
Ses04F_script03_1_M005	hello.  hello.  what?  wrong number.	s	xxx
Ses01F_script03_1_F005	[laughter] that sent shivers up my spine.	s	hap
Ses03M_impro07_F010	oh man.	o	hap
Ses03F_impro07_M008	which one?	q	exc
Ses03M_impro02_M009	i don't want to go but,-	s	fru
Ses01M_impro05_F001	i need a little more information.	s	neu
Ses03M_script03_2_F007	well, if you hadn't been so suspicious and nosey you would've never known anything.	ans	xxx
Ses01F_impro03_F004	um yes.  it was very romantic.	ans	hap
Ses05F_impro05_F018	uh not lose the baggage in the first place. i mean you're offering a service here. i paid so much money for that ticket.	ans	ang
Ses05M_script03_2_F022	okay, i don't care if they roll about like hoops and bark, okay?	o	xxx
Ses05F_impro07_M010	i know.	ag	xxx
Ses04M_impro05_F033	you can go ahead and go fill out the form. we'll look for your bag.	s	fru
Ses04F_script02_2_M044	i don't know.  it seemed like a good spot to me.	o	neu
Ses04M_script01_2_M009	you can't read her mind.	o	xxx
Ses04M_impro05_F011	uh, no, actually, no i'm not.	dag	xxx
Ses05F_script03_2_F026	oh, you are so insufferable.  do you stop.	o	fru
Ses04F_impro03_M023	come on.  please will you do the greens and browns, just the browns for me?	q	fru
Ses02M_script01_3_M006	how'd you know?	q	xxx
Ses01M_script03_1_F000	do you think it's them?	q	xxx
Ses03M_impro04_F010	well what'd you major in?	q	exc
Ses01F_impro05_M028	um, actually, i don't know. i don't know. oh really?	ans	neu
Ses03M_impro08b_M017	the top of the line camera phone, game boy, anything you want. for free. and palm pilot.	ag	neu
Ses03M_impro08a_M001	i'm sorry ma'am, what can i help you with?	q	neu
Ses03F_impro06_M016	i'm sure he loved you too. he just didn't know it.	o	sad
Ses01M_script01_1_F018	well, i've got an idea but what's the story?	q	xxx
Ses04M_script01_2_F009	then why is she still single?  new york is full of men.  why hasn't she married?  probably a hundred people told her she's foolish, but she's waited.	o	ang
Ses05M_script01_1b_F012	the trouble is the god damn newspapers, i mean, ea each week a new boy turns up out of nowhere.  so the next one is gonna be larry.  so you--	s	fru
Ses05F_impro04_M034	yeah, i understand. maybe what jobs are we talking about?	q	neu
Ses03F_impro07_F024	there's so much culture here, you know? it's just like- --all great restaurants and-	o	xxx
Ses05M_impro04_M001	i don't know.  there's nothing for me out there.  i can't get a job.  i haven't gotten a job in a year, three years.  what is it, three years now; right? that i haven't been able to have a job.	ans	fru
Ses02M_script02_1_M023	honey, this is a natural phenomenon. i mean it only happens once a year.	s	exc
Ses05M_impro07_M043	but i'm so looking forward to being so busy. you know what i mean?  it's the kind of busy you've got to love, right?	o	exc
Ses04F_impro02_F002	i don't know what to say.  i don't want to go but i don't have a lot of choice.	o	sad
Ses04F_impro03_F008	do you remember up by yosemite? yeah.	q	xxx
Ses03M_script03_1_M028	the one when you bought a little painted wooden snake in the piazza and put it in my bed.	ans	xxx
Ses01F_impro04_M004	i'm just saying i have a friend that got a good job on it so i was just recommending it.	s	neu
Ses03F_script01_1_F029	what do you want from me?	q	fru
Ses02M_impro05_F007	um, well, sometimes there is just difficulties with loading on to the plane. uh there can be a theft or uh some sort of you know mishap with a cart or something.	ans	neu
Ses01F_impro02_M006	i'm just trying to think of another way.  i'm just trying to...	s	xxx
Ses01M_script02_1_M037	we just weren't in a good spot though.	s	neu
Ses03M_script03_1_M009	um things that should matter dreadfully don't seem to matter at all when one's happy do they?	q	xxx
Ses01M_impro07_F006	your housing, books, everything? that is incredible.	q	exc
Ses02F_impro07_F020	you know what i mean?  like, it's like exactly what i want.	o	exc
Ses01F_script02_1_M039	they are swimming right now.  they are swimming as if that is the only thing that matters to them.	o	xxx
Ses02M_impro03_F004	did she say yes?	q	exc
Ses04M_script01_2_F013	because if he's not coming back, i'll kill myself.	o	ang
Ses04F_script02_1_F006	i'm cold.	s	xxx
Ses03F_script02_2_F039	i know you are, augie, and i know you wanted this evening to be nice, but i can't help thinking of being somewhere else.	ag	sad
Ses04M_impro07_F030	you have to go to a football game.  come on.	o	xxx
Ses05F_script02_1_M009	are you cold?  you want my jacket?  we should have bought a blanket.  our blanket-.  this is great, isn't it?	s	exc
Ses05M_impro07_F043	oh totally.	ag	xxx
Ses03F_script03_1_M008	ooh darling, don't say that.	c	xxx
Ses02F_impro07_F019	yeah, oh totally.  it's a beautiful campus.  it's gonna be really nice.  um, and everyone is friendly and like there's ivy on all the walls.  oh, it's just so--it's so like collegiate.	ans	exc
Ses01M_impro07_M022	it's totally a sport. what are you talking about?	q	sur
Ses03F_script02_2_M025	a new carpet? a poodle?	q	fru
Ses01M_impro03_M001	this girl; she just offered me fifty thousand dollars to marry her.	ans	exc
Ses04F_impro07_M032	a party celebrating your acceptance.	s	neu
Ses01M_impro01_M004	well...	b	xxx
Ses05M_impro07_F006	oh, my gosh.	s	xxx
Ses01F_script01_1_M023	i wanted to get this settled first.	ans	neu
Ses01M_impro02_M020	i know.	ag	sad
Ses05F_script02_2_M008	why not?	q	fru
Ses01M_script02_1_M028	people in kansas would have to get plane tickets and make hotel reservations to see this.  it's only forty minutes away; it's just too good to pass up.	o	ang
Ses02M_impro07_F019	so you know what you are going to do there?	q	hap
Ses02M_impro03_F013	that's so romantic. oh, my gosh. she must have died. that's like one of those things you write into a magazine about like my boyfriend did this. oh my god.	o	exc
Ses04M_script01_1_F027	how do you know she'll marry you?  maybe she feels the same way father does.	q	neu
Ses05M_script01_1_F010	what do you want to do, argue with him?	q	fru
Ses01M_impro01_M020	did you even look at the form?  i filled it out all these questions--	s	ang
Ses01F_script02_1_F008	yeah.	ans	neu
Ses03F_script01_1_F014	they do come back.	dag	neu
Ses04F_script01_1_F041	because what the hell did we work for?  this whole shooting match is just for you, chris.	s	ang
Ses04M_script03_2_F004	you knew there was nothing in that.	dag	xxx
Ses01M_script01_1_M000	he saw it.	ans	neu
Ses02M_script02_2_M028	a new carpet? a poodle, a ice cream, backrub, a suicide pact, what, what carla, what the hell do you want?	q	fru
Ses01M_impro05_M029	well, i don't need to take this kind of abuse either.  i just was trying get back to atlanta. i just got home, i just want to get my bag and get my stuff. and keep my job.	s	xxx
Ses02F_script02_1_M021	no. no. that's not my point.  the point is there's no point in coming down if we just leave.  don't you want to see it?	dag	neu
Ses05M_impro04_F022	not not selling pot, right?	q	neu
Ses02F_script01_1_F015	trouble is the god damn newspapers.  every month or so a boy turns up out of nowhere so, you know, the next one is gonna be larry.	s	xxx
Ses03F_script01_1_M041	but if i can't have that here then i'll get out.	o	neu
Ses05M_impro02_M019	i'm gonna be in bagdad, just doing security.	ans	sad
Ses05F_script01_1_F038	all right!  but don't think like that, because i mean, what the hell did we do all this for, chris?  the whole business it's all for you!  the whole shooting match is for you!	s	ang
Ses03M_script01_2_F014	but i won't have any of this nonsense because you know what happens?  if he doesn't come back i'll kill myself.	o	xxx
Ses03M_script01_2_F011	it's like i know as long as she's waiting i'm right again.	o	sad
Ses05M_script01_1b_F030	what the hell is this?	q	sur
Ses04M_impro05_F012	i'm very sorry.  i understand you're frustrated. you just got off of a flight.	ap	fru
Ses03M_script01_3_M037	and i went to work with dad and that rat race again and i felt what you said, ashamed.  somehow because nobody was changed at all.	s	sad
Ses02M_script03_2_M039	turn it off.	c	ang
Ses03F_script03_2_M020	yes, it is.	dag	ang
Ses03M_impro01_F000	is that a demand sir?	q	neu
Ses02F_script02_1_M015	i can't believe i forgot.  i'm like a kid.  it's amazing i got out of the house with my fly zipped.	o	exc
Ses03M_script02_2_F017	look, do you remember the first time we came here?	q	fru
Ses01F_script02_2_F017	do you remember the first year we came here?  it was like four years after we got married.	s	neu
Ses02F_script01_1_F004	did you talk to him?	q	sad
Ses03F_impro08_F009	okay, well, if you would like, um we will be turning on the systems in probably about ten hours.	s	neu
Ses02M_impro08_M005	i know they don't tell you that kind of thing.	ag	neu
Ses04M_impro08_F008	so can you please refund the mischarged charges	q	fru
Ses03F_impro02_M006	god, we're supposed to take a look at a house next week.	s	fru
Ses04M_impro07_M002	yeah, yeah.	ans	exc
Ses03M_impro02_M002	uh, -um	b	sad
Ses04M_script01_2_F016	believe with me, joe.  i can't stand all alone	s	ang
Ses05F_script01_1_F014	to you it is, and to me, but not to your father.  now look, you can talk yourself  blue in the face, but there's no body, and there's no grave, so where are you?	q	fru
Ses03F_script03_1_M015	no. the fire will fade along with our passion.	ans	xxx
Ses03M_script03_2_M046	oh.	b	ang
Ses03F_impro07_M024	boston smells bad. l.a. is so much cooler.	o	xxx
Ses01F_script03_1_M001	i wonder.	s	fea
Ses03F_impro02_M031	all right, then.	ag	sad
Ses02F_impro07_M005	...that's first choice, huh? that's so awesome and now look you're gonna be--you're gonna be here. you know	s	exc
Ses02M_script02_2_M017	okay so i'm getting on my jacket and putting out the animals, getting the car out of the garage-	s	neu
Ses03M_script02_2_M016	you were fine during the phone call with marge, dinner was okay, doing the dishes was no problem.	s	xxx
Ses02M_impro06_M012	so loving everybody you know.	o	sad
Ses04M_impro07_F001	really?	q	sur
Ses04M_script03_1_M027	the worst one was in cannes when your curling irons burnt holes in my dressing gown.	s	xxx
Ses04F_impro05_F009	you're kidding me, right.  you're going to give me fifty dollars to completely cover my bag, everything that was in it, the inconvenience that i've gone through.  i paid for my ticket.  all i expect is to safely get to my destination with my stuff.  is that so much to ask?  i mean i really don't think that's that big a deal to ask you guys to have my bag in the place where i leave and then put my bag where i end up.	s	ang
Ses02M_impro02_M010	no, it doesn't work that way	ans	xxx
Ses03M_impro03_F009	oh, okay.  well i call you joe cause you're middle name joseph.	s	xxx
Ses05M_script01_3_F004	you saw that.  and well you've been --	s	xxx
Ses03F_script01_3_M035	and i, and i thought something watching them go down.	o	sad
Ses04M_impro06_F009	well i know it's not a lot of help or anything, but at least you got to know him.  i mean, at least you had the time with him that you did.	o	sad
Ses01F_script02_1_F009	[laughter]	oth	hap
Ses01M_impro07_M006	i don't know. i should ask. yeah, i will.	ans	hap
Ses05M_script03_2_F027	oh, no on the contrary, a child of two could get violently drunk on only one glass.	o	xxx
Ses01M_script01_3_F030	what would i do with a fortune?	q	hap
Ses02F_script03_2_M039	amanda, listen. listen	c	ang
Ses01F_script02_2_M023	do you want me to go get some champagne?	q	neu
Ses01M_impro01_F030	sit back down.	c	xxx
Ses02M_impro04_M004	i go out all the places i can, every place that'll give an interview you know.	s	fru
Ses04F_impro04_M012	look i'm sorry okay. it's just-	ap	xxx
Ses05F_script02_2_M015	right, so i am putting on my jacket and putting up the animals and pulling the car out of the garage.	s	xxx
Ses05M_script02_2_M000	well, so, what do you think?	q	exc
Ses01M_script02_2_M040	right.	ag	neu
Ses03M_impro03_M038	i'm still working at my parents' restaurant. busing tables.	ans	neu
Ses05M_script01_3_M035	so i went back to work for my dad and that whole rat race again.	s	xxx
Ses03M_impro07_M004	yeah.	ag	exc
Ses05M_impro01_F014	sir, please don't waste my time.	ans	fru
Ses03F_impro07_M026	hell, yeah. pass out.	ans	exc
Ses04M_script01_3_F024	and do you still feel that way?	q	xxx
Ses02F_script03_1_F012	who's they?	q	neu
Ses04F_script03_1_F001	nobody knows we're here except freda and she wouldn't ring up.	s	xxx
Ses05M_script02_1_F020	that's the wind.	s	xxx
Ses05M_script02_2_M015	wait a minute.  i've got it.	c	xxx
Ses02F_script03_2_M030	we could get a good debate going about this, don't you think?  intemperate tots.	o	ang
Ses03M_impro07_M007	yeah.	dag	exc
Ses02F_script01_3_F012	i almost got married two years ago.	ans	hap
Ses01M_script03_2_M023	you know what?  you snap, you snap, you snap you're like a little adder.	o	ang
Ses01F_impro03_F005	it was at the slot machines.	s	hap
Ses01M_script02_2_M024	you want this to be like the other times, right?	q	xxx
Ses05M_script02_2_FXX0	no.	ans	-
Ses02M_script02_2_F016	we thought i was pregnant and we opened a bottle of champagne but no glasses, you asked me to dance, we kicked off our shoes and you popped the cork.	s	sad
Ses05M_impro05_M013	how can you lose my luggage like from like, in --	q	fru
Ses05F_impro02_F021	i don't think there's anything we can do.	o	sad
Ses01F_impro07_M002	oh my god. what are you going to do? [laughter]	q	exc
Ses03M_script02_2_F045	well at least we won't need glasses.	s	xxx
Ses02F_impro07_F003	yeah, i think, i mean because where else would i gonna go?  like the other places that i applied to i really didn't like that much anyway.	ans	exc
Ses03F_impro03_F013	i don't know it just like took me, took me by surprise.	o	exc
Ses03F_script03_1_M002	i wonder.	ans	xxx
Ses05M_script01_1b_F008	what are you gonna do, argue with him?	q	xxx
Ses04M_impro07_F008	is u.s.c. known for its history program?	q	exc
Ses02F_script02_2_M003	well, i'm not the only one.  look at all these people.	dag	neu
Ses02M_impro07_M012	i know, i know, yea. it'll be interesting you know, i've never - i mean getting out of vegas and everything but la	o	xxx
Ses03F_impro07_F015	we're not twenty one yet, but whatever.	s	neu
Ses02F_script01_3_M019	let's drive someplace.  i want to be alone with you.	s	xxx
